,Class Number,Course Number,Subjects,Course Title,Time and Location,Enrollment,Instructor(s),View Books
3662,7218,AAAS/HIS      154B      1,Quantitative Biology,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
3663,7198,AAAS/WGS      125A      1,Quantitative Biology,Intellectual History of Black Women,"Block2B;   T,Th;   10:00 AM–11:30 AM",Open        23 / 25 / 0,"Roach, Shoniqua",View Books
3664,10134,AAAS      155B      1,Quantitative Biology,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
3665,7218,AAAS/HIS      154B      1,Quantitative Biology,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
3666,7198,AAAS/WGS      125A      1,Quantitative Biology,Intellectual History of Black Women,"Block2B;   T,Th;   10:00 AM–11:30 AM",Open        23 / 25 / 0,"Roach, Shoniqua",View Books
3667,10113,HIST      153B      1,Quantitative Biology,Slavery and the American Civil War: #1619 Project,"Block1F;   M,W;   6:00 PM–7:30 PM;   Olin-Sang Amer Civ Ctr101",Open        25 / 28 / 0,"Cooper, Abigail",View Books
3668,10117,HIST      175B      1,Quantitative Biology,Resistance and Revolution in Latin America and the Caribbean,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        29 / 999 / 0,"Childs, Gregory",View Books
3669,10137,AAAS      124A      1,Quantitative Biology,After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
3670,10134,AAAS      155B      1,Quantitative Biology,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
3671,10067,ENG      127B      1,Quantitative Biology,"Migrating Bodies, Migrating Texts","Block2G;   T,Th;   8:00 PM–9:30 PM",Open        13 / 999 / 0,"Smith, Faith Lois",View Books
3672,10499,ENG      167B      1,Quantitative Biology,"Writing the Nation: James Baldwin, Richard Wright, Toni Morrison","Block2D;   T,Th;   2:00 PM–3:30 PM",Open        22 / 999 / 0,"Callender, Brandon",View Books
3673,7090,THA      144B      1,Quantitative Biology,Black Theater and Performance,"Block1E;   M,W;   4:00 PM–5:30 PM",Open        22 / 25 / 0,"Wooden, Isaiah Matthew",View Books
3674,6540,AAAS      159A      1,Quantitative Biology,Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
3675,7218,AAAS/HIS      154B      1,Quantitative Biology,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
3676,10186,ED      170A      1,Quantitative Biology,Critical Perspectives in Urban Education,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        31 / 25 / 0,"Wallace, Derron",View Books
3677,10541,HSSP      114B      1,Quantitative Biology,Racial/Ethnic and Gender Inequalities in Health and Health Care,"Block1G;   M,W;   8:00 PM–9:30 PM",Open        24 / 25 / 0,"Madison, Maria",View Books
3678,10516,ENG      62B      1,Quantitative Biology,"Contemporary African Literature, Global Perspectives","Block1C;   M,W;   12:00 PM–1:30 PM",Open        17 / 999 / 0,"Williams, Joshua",View Books
3679,10137,AAAS      124A      1,Quantitative Biology,After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
3680,10134,AAAS      155B      1,Quantitative Biology,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
3681,6540,AAAS      159A      1,Quantitative Biology,Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
3682,7218,AAAS/HIS      154B      1,Quantitative Biology,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
3683,10186,ED      170A      1,Quantitative Biology,Critical Perspectives in Urban Education,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        31 / 25 / 0,"Wallace, Derron",View Books
3684,10067,ENG      127B      1,Quantitative Biology,"Migrating Bodies, Migrating Texts","Block2G;   T,Th;   8:00 PM–9:30 PM",Open        13 / 999 / 0,"Smith, Faith Lois",View Books
3685,10499,ENG      167B      1,Quantitative Biology,"Writing the Nation: James Baldwin, Richard Wright, Toni Morrison","Block2D;   T,Th;   2:00 PM–3:30 PM",Open        22 / 999 / 0,"Callender, Brandon",View Books
3686,10113,HIST      153B      1,Quantitative Biology,Slavery and the American Civil War: #1619 Project,"Block1F;   M,W;   6:00 PM–7:30 PM;   Olin-Sang Amer Civ Ctr101",Open        25 / 28 / 0,"Cooper, Abigail",View Books
3687,10117,HIST      175B      1,Quantitative Biology,Resistance and Revolution in Latin America and the Caribbean,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        29 / 999 / 0,"Childs, Gregory",View Books
3688,10541,HSSP      114B      1,Quantitative Biology,Racial/Ethnic and Gender Inequalities in Health and Health Care,"Block1G;   M,W;   8:00 PM–9:30 PM",Open        24 / 25 / 0,"Madison, Maria",View Books
3689,7090,THA      144B      1,Quantitative Biology,Black Theater and Performance,"Block1E;   M,W;   4:00 PM–5:30 PM",Open        22 / 25 / 0,"Wooden, Isaiah Matthew",View Books
3690,3196,AAAS      5A      1,Quantitative Reasoning,Introduction to African and African American Studies,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        45 / 999 / 0,"Ray, Carina E;  Williams, Chad",View Books
3691,3614,AAAS      98A      1,Quantitative Reasoning,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Williams, Chad",View Books
3692,3610,AAAS      98A      2,Quantitative Reasoning,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Smith, Faith Lois",View Books
3693,3612,AAAS      98A      3,Quantitative Reasoning,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Nyangoni, Wellington",View Books
3694,3616,AAAS      98A      4,Quantitative Reasoning,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Abdur-Rahman, Aliyyah",View Books
3695,3676,AAAS      99D      1,Quantitative Reasoning,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Smith, Faith Lois",View Books
3696,3678,AAAS      99D      2,Quantitative Reasoning,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Nyangoni, Wellington",View Books
3697,3680,AAAS      99D      3,Quantitative Reasoning,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Johnson, Jasmine",View Books
3698,3682,AAAS      99D      4,Quantitative Reasoning,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Abdur-Rahman, Aliyyah",View Books
3699,3684,AAAS      99D      5,Quantitative Reasoning,Senior Research,TBD,Open    Consent Req.    2 / 999 / 0,"Williams, Chad",View Books
3700,6472,AAAS      99D      6,Quantitative Reasoning,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Childs, Gregory",View Books
3701,10942,AAAS      99D      7,Quantitative Reasoning,Senior Research,TBD,Open    Consent Req.    1 / 999 / 0,"Wallace, Derron",View Books
3702,10952,AAAS      99D      8,Quantitative Reasoning,Senior Research,TBD,Open    Consent Req.    1 / 999 / 0,"Ray, Carina E",View Books
3703,10985,AAAS      99D      9,Quantitative Reasoning,Senior Research,TBD,Open    Consent Req.    2 / 999 / 0,"Roach, Shoniqua",View Books
3704,10137,AAAS      124A      1,Quantitative Reasoning,After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
3705,10134,AAAS      155B      1,Quantitative Reasoning,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
3706,6540,AAAS      159A      1,Quantitative Reasoning,Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
3707,7218,AAAS/HIS      154B      1,Quantitative Reasoning,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
3708,7198,AAAS/WGS      125A      1,Quantitative Reasoning,Intellectual History of Black Women,"Block2B;   T,Th;   10:00 AM–11:30 AM",Open        23 / 25 / 0,"Roach, Shoniqua",View Books
3709,10134,AAAS      155B      1,Quantitative Reasoning,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
3710,7218,AAAS/HIS      154B      1,Quantitative Reasoning,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
3711,7198,AAAS/WGS      125A      1,Quantitative Reasoning,Intellectual History of Black Women,"Block2B;   T,Th;   10:00 AM–11:30 AM",Open        23 / 25 / 0,"Roach, Shoniqua",View Books
3712,10113,HIST      153B      1,Quantitative Reasoning,Slavery and the American Civil War: #1619 Project,"Block1F;   M,W;   6:00 PM–7:30 PM;   Olin-Sang Amer Civ Ctr101",Open        25 / 28 / 0,"Cooper, Abigail",View Books
3713,10117,HIST      175B      1,Quantitative Reasoning,Resistance and Revolution in Latin America and the Caribbean,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        29 / 999 / 0,"Childs, Gregory",View Books
3714,10137,AAAS      124A      1,Quantitative Reasoning,After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
3715,10134,AAAS      155B      1,Quantitative Reasoning,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
3716,10067,ENG      127B      1,Quantitative Reasoning,"Migrating Bodies, Migrating Texts","Block2G;   T,Th;   8:00 PM–9:30 PM",Open        13 / 999 / 0,"Smith, Faith Lois",View Books
3717,10499,ENG      167B      1,Quantitative Reasoning,"Writing the Nation: James Baldwin, Richard Wright, Toni Morrison","Block2D;   T,Th;   2:00 PM–3:30 PM",Open        22 / 999 / 0,"Callender, Brandon",View Books
3718,7090,THA      144B      1,Quantitative Reasoning,Black Theater and Performance,"Block1E;   M,W;   4:00 PM–5:30 PM",Open        22 / 25 / 0,"Wooden, Isaiah Matthew",View Books
3719,6540,AAAS      159A      1,Quantitative Reasoning,Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
3720,7218,AAAS/HIS      154B      1,Quantitative Reasoning,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
3721,10186,ED      170A      1,Quantitative Reasoning,Critical Perspectives in Urban Education,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        31 / 25 / 0,"Wallace, Derron",View Books
3722,10541,HSSP      114B      1,Quantitative Reasoning,Racial/Ethnic and Gender Inequalities in Health and Health Care,"Block1G;   M,W;   8:00 PM–9:30 PM",Open        24 / 25 / 0,"Madison, Maria",View Books
3723,10516,ENG      62B      1,Quantitative Reasoning,"Contemporary African Literature, Global Perspectives","Block1C;   M,W;   12:00 PM–1:30 PM",Open        17 / 999 / 0,"Williams, Joshua",View Books
3724,10137,AAAS      124A      1,Quantitative Reasoning,After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
3725,10134,AAAS      155B      1,Quantitative Reasoning,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
3726,6540,AAAS      159A      1,Quantitative Reasoning,Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
3727,7218,AAAS/HIS      154B      1,Quantitative Reasoning,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
3728,10186,ED      170A      1,Quantitative Reasoning,Critical Perspectives in Urban Education,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        31 / 25 / 0,"Wallace, Derron",View Books
3729,10067,ENG      127B      1,Quantitative Reasoning,"Migrating Bodies, Migrating Texts","Block2G;   T,Th;   8:00 PM–9:30 PM",Open        13 / 999 / 0,"Smith, Faith Lois",View Books
3730,10499,ENG      167B      1,Quantitative Reasoning,"Writing the Nation: James Baldwin, Richard Wright, Toni Morrison","Block2D;   T,Th;   2:00 PM–3:30 PM",Open        22 / 999 / 0,"Callender, Brandon",View Books
3731,10113,HIST      153B      1,Quantitative Reasoning,Slavery and the American Civil War: #1619 Project,"Block1F;   M,W;   6:00 PM–7:30 PM;   Olin-Sang Amer Civ Ctr101",Open        25 / 28 / 0,"Cooper, Abigail",View Books
3732,10117,HIST      175B      1,Quantitative Reasoning,Resistance and Revolution in Latin America and the Caribbean,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        29 / 999 / 0,"Childs, Gregory",View Books
3733,10541,HSSP      114B      1,Quantitative Reasoning,Racial/Ethnic and Gender Inequalities in Health and Health Care,"Block1G;   M,W;   8:00 PM–9:30 PM",Open        24 / 25 / 0,"Madison, Maria",View Books
3734,7090,THA      144B      1,Quantitative Reasoning,Black Theater and Performance,"Block1E;   M,W;   4:00 PM–5:30 PM",Open        22 / 25 / 0,"Wooden, Isaiah Matthew",View Books
3735,3196,AAAS      5A      1,Religious Studies,Introduction to African and African American Studies,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        45 / 999 / 0,"Ray, Carina E;  Williams, Chad",View Books
3736,3614,AAAS      98A      1,Religious Studies,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Williams, Chad",View Books
3737,3610,AAAS      98A      2,Religious Studies,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Smith, Faith Lois",View Books
3738,3612,AAAS      98A      3,Religious Studies,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Nyangoni, Wellington",View Books
3739,3616,AAAS      98A      4,Religious Studies,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Abdur-Rahman, Aliyyah",View Books
3740,3676,AAAS      99D      1,Religious Studies,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Smith, Faith Lois",View Books
3741,3678,AAAS      99D      2,Religious Studies,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Nyangoni, Wellington",View Books
3742,3680,AAAS      99D      3,Religious Studies,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Johnson, Jasmine",View Books
3743,3682,AAAS      99D      4,Religious Studies,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Abdur-Rahman, Aliyyah",View Books
3744,3684,AAAS      99D      5,Religious Studies,Senior Research,TBD,Open    Consent Req.    2 / 999 / 0,"Williams, Chad",View Books
3745,6472,AAAS      99D      6,Religious Studies,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Childs, Gregory",View Books
3746,10942,AAAS      99D      7,Religious Studies,Senior Research,TBD,Open    Consent Req.    1 / 999 / 0,"Wallace, Derron",View Books
3747,10952,AAAS      99D      8,Religious Studies,Senior Research,TBD,Open    Consent Req.    1 / 999 / 0,"Ray, Carina E",View Books
3748,10985,AAAS      99D      9,Religious Studies,Senior Research,TBD,Open    Consent Req.    2 / 999 / 0,"Roach, Shoniqua",View Books
3749,10137,AAAS      124A      1,Religious Studies,After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
3750,10134,AAAS      155B      1,Religious Studies,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
3751,6540,AAAS      159A      1,Religious Studies,Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
3752,7218,AAAS/HIS      154B      1,Religious Studies,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
3753,7198,AAAS/WGS      125A      1,Religious Studies,Intellectual History of Black Women,"Block2B;   T,Th;   10:00 AM–11:30 AM",Open        23 / 25 / 0,"Roach, Shoniqua",View Books
3754,10134,AAAS      155B      1,Religious Studies,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
3755,7218,AAAS/HIS      154B      1,Religious Studies,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
3756,7198,AAAS/WGS      125A      1,Religious Studies,Intellectual History of Black Women,"Block2B;   T,Th;   10:00 AM–11:30 AM",Open        23 / 25 / 0,"Roach, Shoniqua",View Books
3757,10113,HIST      153B      1,Religious Studies,Slavery and the American Civil War: #1619 Project,"Block1F;   M,W;   6:00 PM–7:30 PM;   Olin-Sang Amer Civ Ctr101",Open        25 / 28 / 0,"Cooper, Abigail",View Books
3758,10117,HIST      175B      1,Religious Studies,Resistance and Revolution in Latin America and the Caribbean,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        29 / 999 / 0,"Childs, Gregory",View Books
3759,10137,AAAS      124A      1,Religious Studies,After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
3760,10134,AAAS      155B      1,Religious Studies,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
